show_title,rating,votes,total_hours,total_views,weeks_in_top10,average_weekly_views_12m,average_weekly_views_4w,momentum_ratio,proven_demand_score,reliable_demand,demand_pattern,metadata_match_note,original_uk_audience,google_trends_average_12m,google_trends_average_4w,rights_status,current_platform,production_status,confirmed_release_date,estimated_viewers_low,estimated_viewers_base,estimated_viewers_high,projected_value_base_gbp,licence_cost_gbp,benefit_cost_ratio,projected_roi,break_even_viewers,recommendation
Rotten Legacy,,,32500000,4900000.0,2,0.0,0.0,,20.311750599520384,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1312664.8681055156,2019484.4124700238,2827278.1774580334,5048711.031175059,,,,,Watchlist
Class Act,,,23400000,3700000.0,3,0.0,0.0,,20.281774580335732,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1311447.092326139,2017610.9112709833,2824655.2757793763,5044027.278177458,,,,,Watchlist
I'm Not Afraid,,,32100000,7100000.0,2,136538.46153846153,0.0,0.0,20.239808153477217,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1309742.2062350118,2014988.009592326,2820983.213429256,5037470.023980815,,,,,Watchlist
Files of the Unexplained,,,32000000,6600000.0,2,0.0,0.0,,20.191846522781777,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1307793.7649880098,2011990.4076738611,2816786.5707434053,5029976.019184653,,,,,Watchlist
The Ultimatum: Queer Love,,,31920000,,2,0.0,0.0,,20.167865707434053,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1306819.5443645085,2010491.6067146284,2814688.2494004797,5026229.016786571,,,,,Watchlist
Big Mistakes,,,31600000,7100000.0,2,136538.46153846153,0.0,0.0,20.14388489208633,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1305845.3237410071,2008992.8057553957,2812589.9280575537,5022482.01438849,,,,,Watchlist
Vladimir,,,31100000,7700000.0,2,148076.92307692306,0.0,0.0,20.047961630695443,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1301948.4412470025,2002997.6019184652,2804196.642685851,5007494.004796163,,,,,Watchlist
The Decameron,,,30900000,4200000.0,2,0.0,0.0,,20.0,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1300000.0,2000000.0,2800000.0,5000000.0,,,,,Watchlist
Leanne,,,30700000,5500000.0,2,0.0,0.0,,19.928057553956833,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1297077.3381294964,1995503.597122302,2793705.035971223,4988758.992805755,,,,,Watchlist
BLUE EYE SAMURAI,,,30400000,4800000.0,2,0.0,0.0,,19.84412470023981,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1293667.5659472423,1990257.7937649882,2786360.9112709835,4975644.484412471,,,,,Watchlist
The Chosen One,,,30400000,7100000.0,2,0.0,0.0,,19.84412470023981,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1293667.5659472423,1990257.7937649882,2786360.9112709835,4975644.484412471,,,,,Watchlist
Romantics Anonymous,,,30300000,4700000.0,2,90384.61538461539,0.0,0.0,19.808153477218227,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1292206.2350119904,1988009.592326139,2783213.4292565947,4970023.980815347,,,,,Watchlist
Lies and Deceit,,,30280000,,2,0.0,0.0,,19.784172661870503,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1291232.014388489,1986510.7913669064,2781115.1079136687,4966276.978417266,,,,,Watchlist
The Evil Lawyer,,,30100000,4400000.0,2,84615.38461538461,0.0,0.0,19.73621103117506,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1289283.5731414868,1983513.1894484414,2776918.4652278177,4958782.973621104,,,,,Watchlist
Transatlantic,,,29780000,,2,0.0,0.0,,19.71223021582734,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1288309.3525179857,1982014.3884892089,2774820.143884892,4955035.971223022,,,,,Watchlist
Love Con Revenge,,,29600000,7100000.0,2,136538.46153846153,0.0,0.0,19.688249400479616,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1287335.1318944846,1980515.5875299762,2772721.8225419666,4951288.968824941,,,,,Watchlist
The Helicopter Heist,,,29300000,4900000.0,2,0.0,0.0,,19.616306954436453,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1284412.4700239808,1976019.1846522782,2766426.8585131895,4940047.9616306955,,,,,Watchlist
"Devotion, a Story of Love and Desire",,,29300000,,2,0.0,0.0,,19.616306954436453,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1284412.4700239808,1976019.1846522782,2766426.8585131895,4940047.9616306955,,,,,Watchlist
PAW Patrol,,,29270000,,2,0.0,0.0,,19.568345323741006,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1282464.0287769784,1973021.582733813,2762230.215827338,4932553.956834532,,,,,Watchlist
Luz: The Light of the Heart,,,29200000,2500000.0,2,0.0,0.0,,19.520383693045567,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1280515.5875299762,1970023.980815348,2758033.573141487,4925059.95203837,,,,,Watchlist
Cold Case: The Tylenol Murders,,,29200000,14800000.0,2,0.0,0.0,,19.520383693045567,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1280515.5875299762,1970023.980815348,2758033.573141487,4925059.95203837,,,,,Watchlist
Ballers,,,28900000,6100000.0,2,0.0,0.0,,19.412470023980816,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1276131.5947242207,1963279.376498801,2748591.127098321,4908198.441247002,,,,,Watchlist
Ferry: The Series,,,28800000,4800000.0,2,0.0,0.0,,19.352517985611513,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1273696.0431654677,1959532.3741007196,2743345.323741007,4898830.9352517985,,,,,Watchlist
Maamla Legal Hai,,,21200000,4700000.0,3,30769.23076923077,0.0,0.0,19.274580335731414,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1270529.8261390887,1954661.2709832133,2736525.7793764984,4886653.177458033,,,,,Watchlist
"Ready, Set, Love",,,28000000,4100000.0,2,0.0,0.0,,19.20863309352518,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1267850.7194244603,1950539.5683453237,2730755.395683453,4876348.920863309,,,,,Watchlist
Wellmania,,,27930000,,2,0.0,0.0,,19.18465227817746,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1266876.4988009592,1949040.7673860912,2728657.0743405274,4872601.918465228,,,,,Watchlist
Glow Up,,,27880000,2100000.0,2,0.0,0.0,,19.160671462829736,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1265902.278177458,1947541.9664268584,2726558.752997602,4868854.916067146,,,,,Watchlist
Subteran,,,27700000,6200000.0,2,0.0,0.0,,19.136690647482016,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1264928.057553957,1946043.165467626,2724460.4316546763,4865107.913669065,,,,,Watchlist
Ghosts,,,27600000,4300000.0,2,0.0,0.0,,19.112709832134293,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1263953.8369304556,1944544.3645083932,2722362.1103117503,4861360.9112709835,,,,,Watchlist
Umthetho,,,27400000,5200000.0,2,100000.0,1300000.0,13.0,19.05275779376499,False,Possible short-term spike,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1261518.2853717029,1940797.3621103119,2717116.3069544365,4851993.40527578,,,,,Watchlist
Spy Ops,,,27400000,4500000.0,2,0.0,0.0,,19.05275779376499,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1261518.2853717029,1940797.3621103119,2717116.3069544365,4851993.40527578,,,,,Watchlist
Alone,,,27030000,,2,0.0,0.0,,18.944844124700243,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1257134.2925659474,1934052.7577937653,2707673.860911271,4835131.894484413,,,,,Watchlist
Amsterdam Empire,,,26900000,5200000.0,2,100000.0,0.0,0.0,18.848920863309353,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1253237.4100719425,1928057.5539568346,2699280.5755395684,4820143.8848920865,,,,,Watchlist
Until You Burn,,,44400000,900000.0,1,0.0,0.0,,18.80695443645084,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1251532.5239808154,1925434.6522781777,2695608.5131894485,4813586.6306954445,,,,,Watchlist
Notes from the Last Row,,,26700000,4200000.0,2,80769.23076923077,0.0,0.0,18.764988009592326,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1249827.6378896881,1922811.7505995203,2691936.450839328,4807029.376498801,,,,,Watchlist
Heweliusz,,,26700000,5100000.0,2,98076.92307692308,0.0,0.0,18.764988009592326,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1249827.6378896881,1922811.7505995203,2691936.450839328,4807029.376498801,,,,,Watchlist
28 Days Haunted,,,26650000,,2,0.0,0.0,,18.729016786570742,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1248366.3069544365,1920563.5491606714,2688788.96882494,4801408.872901678,,,,,Watchlist
Get Gotti,,,26400000,10500000.0,2,0.0,0.0,,18.633093525179856,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1244469.4244604316,1914568.345323741,2680395.683453237,4786420.863309353,,,,,Watchlist
Christmas Gameday: Ravens vs. Texans,,,42800000,14400000.0,1,0.0,0.0,,18.59112709832134,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1242764.5383693045,1911945.4436450838,2676723.6211031172,4779863.60911271,,,,,Watchlist
Sins of Kujo,,,26300000,3500000.0,2,67307.69230769231,0.0,0.0,18.585131894484412,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1242520.9832134293,1911570.7434052757,2676199.040767386,4778926.8585131895,,,,,Watchlist
BTS THE COMEBACK LIVE | ARIRANG,,,19300000,17800000.0,3,342307.6923076923,0.0,0.0,18.555155875299757,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1241303.2074340526,1909697.2422062347,2673576.1390887285,4774243.105515587,,,,,Watchlist
Dave Chappelle: The Unstoppable...,,,19300000,15300000.0,3,294230.76923076925,0.0,0.0,18.555155875299757,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1241303.2074340526,1909697.2422062347,2673576.1390887285,4774243.105515587,,,,,Watchlist
Adoration,,,26200000,5800000.0,2,0.0,0.0,,18.53717026378897,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1240572.541966427,1908573.1414868105,2672002.3980815345,4771432.853717026,,,,,Watchlist
Don’t Come Home,,,26100000,5800000.0,2,0.0,0.0,,18.465227817745806,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1237649.8800959233,1904076.7386091128,2665707.434052758,4760191.846522782,,,,,Watchlist
A Storm for Christmas,,,25970000,,2,0.0,0.0,,18.39328537170264,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1234727.2182254198,1899580.335731415,2659412.470023981,4748950.839328538,,,,,Watchlist
Delicious in Dungeon,,,11900000,7700000.0,5,0.0,0.0,,18.369304556354916,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1233752.9976019186,1898081.5347721823,2657314.1486810553,4745203.836930456,,,,,Watchlist
Copycat Killer,,,25960000,,2,0.0,0.0,,18.369304556354916,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1233752.9976019186,1898081.5347721823,2657314.1486810553,4745203.836930456,,,,,Watchlist
Christmas Gameday: Chiefs vs. Steelers,,,41200000,14300000.0,1,0.0,0.0,,18.339328537170264,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1232535.2218225421,1896208.0335731416,2654691.247002398,4740520.083932854,,,,,Watchlist
Doc,,,25900000,3600000.0,2,86538.46153846153,0.0,0.0,18.333333333333332,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1232291.6666666667,1895833.3333333333,2654166.6666666665,4739583.333333333,,,,,Watchlist
Land of Sin,,,25800000,7300000.0,2,140384.61538461538,0.0,0.0,18.29736211031175,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1230830.3357314148,1893585.1318944844,2651019.184652278,4733962.829736211,,,,,Watchlist
"To Love, To Lose",,,25500000,3700000.0,2,71153.84615384616,0.0,0.0,18.27338129496403,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1229856.1151079137,1892086.330935252,2648920.8633093527,4730215.827338129,,,,,Watchlist
Pro Bono,,,25400000,2800000.0,2,53846.153846153844,0.0,0.0,18.249400479616305,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1228881.8944844124,1890587.5299760192,2646822.5419664267,4726468.824940048,,,,,Watchlist
Hulk Hogan: Real American,,,25200000,6100000.0,2,117307.69230769231,0.0,0.0,18.189448441247002,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1226446.3429256594,1886840.5275779376,2641576.7386091123,4717101.3189448435,,,,,Watchlist
The Man with 1000 Kids,,,25100000,12000000.0,2,0.0,0.0,,18.1294964028777,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1224010.7913669066,1883093.5251798562,2636330.9352517985,4707733.812949641,,,,,Watchlist
"A Friend, a Murderer",,,17600000,8200000.0,3,157692.3076923077,0.0,0.0,18.003597122302157,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1218896.1330935252,1875224.820143885,2625314.7482014387,4688062.050359713,,,,,Watchlist
Bank Under Siege,,,24600000,6900000.0,2,0.0,0.0,,17.937649880095925,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1216217.026378897,1871103.1175059953,2619544.364508393,4677757.793764988,,,,,Watchlist
In the Name of God: A Holy Betrayal,,,24530000,,2,0.0,0.0,,17.841726618705035,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1212320.143884892,1865107.9136690646,2611151.07913669,4662769.784172662,,,,,Watchlist
Rana Naidu,,,24480000,,2,0.0,0.0,,17.793764988009592,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1210371.7026378897,1862110.3117505994,2606954.436450839,4655275.779376498,,,,,Watchlist
Too Hot to Handle: Germany,,,24240000,,2,0.0,0.0,,17.769784172661872,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1209397.4820143885,1860611.510791367,2604856.1151079135,4651528.776978417,,,,,Watchlist
